0	40.5836216	-3.5666534
1	40.5837624	-3.5660866
2	40.5838863	-3.5655316
3	40.5839877	-3.5650369
4	40.5844619	-3.5594028
5	40.5844985	-3.5592718
6	40.5435474	-3.5637867
7	40.5436605	-3.5645605
8	40.555708	-3.4913562
9	40.5556041	-3.4918659
10	40.5555376	-3.4922285
11	40.5554985	-3.4924946
12	40.5554855	-3.4928465
13	40.5554998	-3.4931087
14	40.5555375	-3.4934398
15	40.5556027	-3.4938795
16	40.555655	-3.4943228
17	40.5556746	-3.4947348
18	40.5556793	-3.4951351
19	40.543473	-3.5630379
20	40.5556681	-3.4955072
21	40.5556355	-3.4958334
22	40.5556437	-3.496047
23	40.567756	-3.518433
24	40.5675381	-3.5191952
25	40.5680204	-3.5191942
26	40.5684367	-3.5195644
27	40.5660959	-3.5178843
28	40.5664492	-3.5180813
29	40.5718132	-3.5246192
30	40.5720702	-3.5252725
31	40.5723278	-3.5260441
32	40.572826	-3.5276964
33	40.5733312	-3.5293394
34	40.5736077	-3.5300952
35	40.5739082	-3.5308464
36	40.5741066	-3.5312875
37	40.5434472	-3.5622151
38	40.5746597	-3.5324671
39	40.5753968	-3.533962
40	40.5758067	-3.534868
41	40.5767376	-3.5373609
42	40.5770051	-3.5381665
43	40.5772659	-3.5389244
44	40.5777263	-3.5401048
45	40.5787759	-3.5423734
46	40.5792419	-3.5432141
47	40.5797363	-3.5440386
48	40.5801664	-3.544692
49	40.5818392	-3.5469725
50	40.5822785	-3.5475764
51	40.5833346	-3.5494287
52	40.5835852	-3.5500573
53	40.5842146	-3.5523813
54	40.5843401	-3.5532726
55	40.5606609	-3.5132959
56	40.5606805	-3.5134011
57	40.5434508	-3.5614842
58	40.5606797	-3.5135169
59	40.5606314	-3.5136668
60	40.5605099	-3.5137962
61	40.5603959	-3.5138272
62	40.5602216	-3.5139212
63	40.5602839	-3.5137976
64	40.5601844	-3.5137064
65	40.5601305	-3.5135982
66	40.5601133	-3.5135279
67	40.5601085	-3.5134033
68	40.560054	-3.5132601
69	40.5601448	-3.5132577
70	40.5434917	-3.5607215
71	40.5601996	-3.5131672
72	40.5603016	-3.5130871
73	40.5603802	-3.5130669
74	40.5604637	-3.5130771
75	40.5605867	-3.5129314
76	40.5605818	-3.5131559
77	40.5608259	-3.5127005
78	40.5606723	-3.5131376
79	40.5607203	-3.5127157
80	40.561016	-3.5121729
81	40.5579815	-3.5125705
82	40.5582138	-3.5126701
83	40.5577076	-3.5123988
84	40.5441476	-3.5545213
85	40.5440717	-3.5555095
86	40.5592297	-3.5125726
87	40.5594106	-3.5125849
88	40.5584629	-3.5126937
89	40.5597462	-3.5127929
90	40.5598869	-3.5128984
91	40.5600314	-3.5130065
92	40.5601626	-3.5130634
93	40.5568572	-3.5100659
94	40.5570339	-3.5108727
95	40.5544796	-3.4996278
96	40.5546196	-3.5002406
97	40.5546632	-3.5004112
98	40.5548408	-3.5009052
99	40.5550965	-3.50144
100	40.5555921	-3.5023669
101	40.5557973	-3.5027816
102	40.5562899	-3.5041093
103	40.5564097	-3.5045381
104	40.5442131	-3.5533016
105	40.5565181	-3.5049848
106	40.5565883	-3.5053911
107	40.5567376	-3.5076649
108	40.5567033	-3.5090275
109	40.5595483	-3.5151519
110	40.5596256	-3.5149944
111	40.5592267	-3.5158197
112	40.5599619	-3.5142011
113	40.5600543	-3.5139153
114	40.5600459	-3.5142166
115	40.5666927	-3.5177991
116	40.5670018	-3.517762
117	40.5672744	-3.5176631
118	40.5678401	-3.5172155
119	40.5679402	-3.517091
120	40.5682205	-3.5165846
121	40.56831	-3.5163261
122	40.5442411	-3.5500686
123	40.5442637	-3.5517747
124	40.559939	-3.5131036
125	40.5598189	-3.5129859
126	40.5596231	-3.512811
127	40.5594518	-3.5127137
128	40.5592849	-3.5126756
129	40.5591268	-3.5127012
130	40.5589998	-3.512767
131	40.5588709	-3.5128834
132	40.5587645	-3.5130436
133	40.5586856	-3.5132773
134	40.5586475	-3.5135399
135	40.5586455	-3.5137701
136	40.5587491	-3.514381
137	40.5588983	-3.5147008
